ERROR_CODE,MODEL_NAME,PAIR_REPAIRING,MATERIAL_REPAIR_SAME_TIME,COUNT,PROBABILITY
6U55,EDC40,單一,LOGIC UPPER,21,0.8076923076923077
6U55,EDC40,單一,TOUCH PAD,3,0.11538461538461539
6U55,EDC40,單一,HDD,1,0.038461538461538464
6U55,EDC40,單一,MB,1,0.038461538461538464
6U55,EDC40,組合,LOGIC UPPER__TOUCH PAD,3,0.42857142857142855
6U55,EDC40,組合,LOGIC UPPER__MB,2,0.2857142857142857
6U55,EDC40,組合,LCD BEZEL__LOGIC UPPER__TOUCH PAD,1,0.14285714285714285
6U55,EDC40,組合,LOGIC UPPER__TP BUTTON,1,0.14285714285714285
6U56,EDC40,單一,FPRINT,1,1.0
6U58,EDC40,單一,LOGIC UPPER,1,1.0
6U91,EDC40,單一,LOGIC UPPER,188,0.8703703703703703
6U91,EDC40,單一,TOUCH PAD,15,0.06944444444444445
6U91,EDC40,單一,BIG DOOR,7,0.032407407407407406
6U91,EDC40,單一,LCD COVER,3,0.013888888888888888
6U91,EDC40,單一,LCD BEZEL,2,0.009259259259259259
6U91,EDC40,單一,FPRINT,1,0.004629629629629629
6U91,EDC40,組合,LOGIC UPPER__TOUCH PAD,13,0.48148148148148145
6U91,EDC40,組合,BIG DOOR__LOGIC UPPER__TOUCH PAD,3,0.1111111111111111
6U91,EDC40,組合,BIG DOOR__LOGIC UPPER,2,0.07407407407407407
6U91,EDC40,組合,HDD__LOGIC UPPER__MB,1,0.037037037037037035
6U91,EDC40,組合,KB__LOGIC UPPER__MB,1,0.037037037037037035
6U91,EDC40,組合,LOGIC UPPER__TP BUTTON,1,0.037037037037037035
6U91,EDC40,組合,LOGIC UPPER__MB,1,0.037037037037037035
6U91,EDC40,組合,LCD BEZEL__LOGIC UPPER,1,0.037037037037037035
6U91,EDC40,組合,BIG DOOR__LCD BEZEL__LOGIC UPPER,1,0.037037037037037035
6U91,EDC40,組合,FPRINT__LOGIC UPPER,1,0.037037037037037035
6U91,EDC40,組合,BIG DOOR__KB__LOGIC UPPER__TOUCH PAD,1,0.037037037037037035
6U91,EDC40,組合,BATT__BIG DOOR__LCD BEZEL,1,0.037037037037037035
6U92,EDC40,單一,LOGIC UPPER,34,0.8717948717948718
6U92,EDC40,單一,TOUCH PAD,4,0.10256410256410256
6U92,EDC40,單一,LCD COVER,1,0.02564102564102564
6U92,EDC40,組合,LOGIC UPPER__TOUCH PAD,1,0.3333333333333333
6U92,EDC40,組合,KB__LOGIC UPPER,1,0.3333333333333333
6U92,EDC40,組合,BIG DOOR__LOGIC UPPER__USH/B,1,0.3333333333333333
6U93,EDC40,單一,LOGIC UPPER,142,0.9403973509933775
6U93,EDC40,單一,TOUCH PAD,4,0.026490066225165563
6U93,EDC40,單一,BIG DOOR,3,0.019867549668874173
6U93,EDC40,單一,HINGE CAP,1,0.006622516556291391
6U93,EDC40,單一,KB,1,0.006622516556291391
6U93,EDC40,組合,LOGIC UPPER__TOUCH PAD,13,0.6190476190476191
6U93,EDC40,組合,LOGIC UPPER__MB,2,0.09523809523809523
6U93,EDC40,組合,LCD COVER__LOGIC UPPER,2,0.09523809523809523
6U93,EDC40,組合,BIG DOOR__LOGIC UPPER__TOUCH PAD,1,0.047619047619047616
6U93,EDC40,組合,KB__LOGIC UPPER,1,0.047619047619047616
6U93,EDC40,組合,LCD PANEL__LOGIC UPPER,1,0.047619047619047616
6U93,EDC40,組合,BIG DOOR__LOGIC UPPER,1,0.047619047619047616
6U94,EDC40,單一,LOGIC UPPER,16,0.8888888888888888
6U94,EDC40,單一,TOUCH PAD,2,0.1111111111111111
6U94,EDC40,組合,LCD COVER__LOGIC UPPER,1,0.3333333333333333
6U94,EDC40,組合,BIG DOOR__LOGIC UPPER,1,0.3333333333333333
6U94,EDC40,組合,LOGIC UPPER__TOUCH PAD,1,0.3333333333333333
6U95,EDC40,單一,LOGIC UPPER,8,1.0
6U95,EDC40,組合,EDP CABLE__LOGIC UPPER,1,0.5
6U95,EDC40,組合,LOGIC UPPER__TOUCH PAD,1,0.5
6U96,EDC40,單一,LOGIC UPPER,25,0.8333333333333334
6U96,EDC40,單一,TOUCH PAD,3,0.1
6U96,EDC40,單一,BIG DOOR,1,0.03333333333333333
6U96,EDC40,單一,EDP CABLE,1,0.03333333333333333
6U97,EDC40,單一,LOGIC UPPER,144,0.9230769230769231
6U97,EDC40,單一,TOUCH PAD,6,0.038461538461538464
6U97,EDC40,單一,LCD COVER,3,0.019230769230769232
6U97,EDC40,單一,LCD BEZEL,2,0.01282051282051282
6U97,EDC40,單一,KB,1,0.00641025641025641
6U97,EDC40,組合,LOGIC UPPER__TOUCH PAD,13,0.65
6U97,EDC40,組合,BIG DOOR__LOGIC UPPER,2,0.1
6U97,EDC40,組合,LOGIC UPPER__SIM CARD,1,0.05
6U97,EDC40,組合,KB__LOGIC UPPER__TOUCH PAD,1,0.05
6U97,EDC40,組合,LCD BEZEL__LOGIC UPPER__TOUCH PAD,1,0.05
6U97,EDC40,組合,EDP CABLE__LCD BEZEL__LOGIC UPPER,1,0.05
6U97,EDC40,組合,LCD__LOGIC UPPER,1,0.05
6U98,EDC40,單一,LOGIC UPPER,35,0.9722222222222222
6U98,EDC40,單一,TOUCH PAD,1,0.027777777777777776
6U98,EDC40,組合,LOGIC UPPER__TOUCH PAD,2,0.3333333333333333
6U98,EDC40,組合,BIG DOOR__LOGIC UPPER,1,0.16666666666666666
6U98,EDC40,組合,KB__LOGIC UPPER,1,0.16666666666666666
6U98,EDC40,組合,HDD__LOGIC UPPER,1,0.16666666666666666
6U98,EDC40,組合,CAMERA__LOGIC UPPER,1,0.16666666666666666
6U99,EDC40,單一,LOGIC UPPER,126,0.8936170212765957
6U99,EDC40,單一,TOUCH PAD,7,0.04964539007092199
6U99,EDC40,單一,BIG DOOR,4,0.028368794326241134
6U99,EDC40,單一,LCD BEZEL,2,0.014184397163120567
6U99,EDC40,單一,FPRINT,1,0.0070921985815602835
6U99,EDC40,單一,MB,1,0.0070921985815602835
6U99,EDC40,組合,LOGIC UPPER__TOUCH PAD,16,0.5925925925925926
6U99,EDC40,組合,BIG DOOR__LOGIC UPPER__TOUCH PAD,3,0.1111111111111111
6U99,EDC40,組合,BIG DOOR__LOGIC UPPER,3,0.1111111111111111
6U99,EDC40,組合,FPRINT__LOGIC UPPER__MB,1,0.037037037037037035
6U99,EDC40,組合,LCD BEZEL__LCD COVER__LOGIC UPPER__TOUCH PAD,1,0.037037037037037035
6U99,EDC40,組合,LCD BEZEL__LOGIC UPPER,1,0.037037037037037035
6U99,EDC40,組合,BIG DOOR__KB__TOUCH PAD,1,0.037037037037037035
6U99,EDC40,組合,LOGIC UPPER__MB,1,0.037037037037037035
6W01,EDC40,單一,ANTENNA,17,0.68
6W01,EDC40,單一,WLAN,2,0.08
6W01,EDC40,單一,LCD BEZEL,2,0.08
6W01,EDC40,單一,MB,2,0.08
6W01,EDC40,單一,EDP CABLE,1,0.04
6W01,EDC40,單一,WWAN,1,0.04
6W01,EDC40,組合,ANTENNA__MB,1,0.09090909090909091
6W01,EDC40,組合,ANTENNA__MB__SIM CARD,1,0.09090909090909091
6W01,EDC40,組合,ANTENNA__LCD BEZEL,1,0.09090909090909091
6W01,EDC40,組合,ANTENNA__RAM__WWAN,1,0.09090909090909091
6W01,EDC40,組合,EDP CABLE__LCD BEZEL,1,0.09090909090909091
6W01,EDC40,組合,FPRINT__LCD,1,0.09090909090909091
6W01,EDC40,組合,LCD__MB,1,0.09090909090909091
6W01,EDC40,組合,MB__WLAN,1,0.09090909090909091
6W01,EDC40,組合,MB__WWAN,1,0.09090909090909091
6W01,EDC40,組合,ANTENNA__LCD PANEL,1,0.09090909090909091
6W01,EDC40,組合,ANTENNA__KB__MB,1,0.09090909090909091
6W02,EDC40,單一,ANTENNA,1,0.5
6W02,EDC40,單一,MB,1,0.5
S005,EDC40,單一,MB,2,1.0
S013,EDC40,單一,MB,9,1.0
S090,EDC40,單一,WLAN,1,1.0
SW02,EDC40,單一,EDP CABLE,1,1.0
SW14,EDC40,單一,FPRINT,1,0.5
SW14,EDC40,單一,MB,1,0.5
1C43,EDC41,單一,LCD COVER,1,1.0
4.00E+01,EDC41,單一,MB,1,1.0
4A01,EDC41,單一,MB,5,1.0
4A01,EDC41,組合,HDD__RAM,1,0.5
4A01,EDC41,組合,LCD PANEL__MB__RAM,1,0.5
4A03,EDC41,單一,MB,614,0.9374045801526718
4A03,EDC41,單一,LCD PANEL,12,0.0183206106870229
4A03,EDC41,單一,RAM,11,0.016793893129770993
4A03,EDC41,單一,EDP CABLE,6,0.00916030534351145
4A03,EDC41,單一,USH/B,3,0.004580152671755725
4A03,EDC41,單一,BATT,3,0.004580152671755725
4A03,EDC41,單一,BEZEL,2,0.0030534351145038168
4A03,EDC41,單一,FPRINT,1,0.0015267175572519084
4A03,EDC41,單一,HDD,1,0.0015267175572519084
4A03,EDC41,單一,LCD COVER,1,0.0015267175572519084
4A03,EDC41,單一,WLAN,1,0.0015267175572519084
4A03,EDC41,組合,LCD PANEL__MB,20,0.36363636363636365
4A03,EDC41,組合,BATT__MB,9,0.16363636363636364
4A03,EDC41,組合,MB__RAM,6,0.10909090909090909
4A03,EDC41,組合,EDP CABLE__MB,3,0.05454545454545454
4A03,EDC41,組合,MB__USH/B,2,0.03636363636363636
4A03,EDC41,組合,HDD__MB,2,0.03636363636363636
4A03,EDC41,組合,EDP CABLE__LCD PANEL__MB,2,0.03636363636363636
4A03,EDC41,組合,MB__RFID,1,0.01818181818181818
4A03,EDC41,組合,EDP CABLE__RAM,1,0.01818181818181818
4A03,EDC41,組合,EDP CABLE__USH/B,1,0.01818181818181818
4A03,EDC41,組合,EDP CABLE__LCD PANEL,1,0.01818181818181818
4A03,EDC41,組合,BEZEL__RAM,1,0.01818181818181818
4A03,EDC41,組合,BATT__RAM,1,0.01818181818181818
4A03,EDC41,組合,BATT__LCD PANEL__MB,1,0.01818181818181818
4A03,EDC41,組合,FFC__USH/B,1,0.01818181818181818
4A03,EDC41,組合,BATT__EDP CABLE__MB,1,0.01818181818181818
4A03,EDC41,組合,KB__MB,1,0.01818181818181818
4A03,EDC41,組合,FPRINT__MB,1,0.01818181818181818
4A04,EDC41,單一,MB,105,0.7142857142857143
4A04,EDC41,單一,BATT,35,0.23809523809523808
4A04,EDC41,單一,EDP CABLE,2,0.013605442176870748
4A04,EDC41,單一,LCD PANEL,2,0.013605442176870748
4A04,EDC41,單一,RAM,1,0.006802721088435374
4A04,EDC41,單一,FAN,1,0.006802721088435374
4A04,EDC41,單一,CABLE,1,0.006802721088435374
4A04,EDC41,組合,BATT__MB,21,0.6774193548387096
4A04,EDC41,組合,LCD PANEL__MB,4,0.12903225806451613
4A04,EDC41,組合,CABLE__MB,2,0.06451612903225806
4A04,EDC41,組合,BATT__LCD PANEL,1,0.03225806451612903
4A04,EDC41,組合,BATT__LCD PANEL__MB,1,0.03225806451612903
4A04,EDC41,組合,EDP CABLE__MB,1,0.03225806451612903
4A04,EDC41,組合,HDD__MB,1,0.03225806451612903
4A05,EDC41,單一,MB,287,0.9111111111111111
4A05,EDC41,單一,RAM,10,0.031746031746031744
4A05,EDC41,單一,LCD PANEL,5,0.015873015873015872
4A05,EDC41,單一,HDD,4,0.012698412698412698
4A05,EDC41,單一,BATT,4,0.012698412698412698
4A05,EDC41,單一,TOUCH PAD,1,0.0031746031746031746
4A05,EDC41,單一,WLAN,1,0.0031746031746031746
4A05,EDC41,單一,WWAN,1,0.0031746031746031746
4A05,EDC41,單一,BIG DOOR,1,0.0031746031746031746
4A05,EDC41,單一,EDP CABLE,1,0.0031746031746031746
4A05,EDC41,組合,MB__RAM,10,0.18518518518518517
4A05,EDC41,組合,HDD__MB,10,0.18518518518518517
4A05,EDC41,組合,LCD PANEL__MB,10,0.18518518518518517
4A05,EDC41,組合,EDP CABLE__MB,8,0.14814814814814814
4A05,EDC41,組合,BATT__MB,5,0.09259259259259259
4A05,EDC41,組合,FAN__MB,2,0.037037037037037035
4A05,EDC41,組合,LCD PANEL__WLAN,1,0.018518518518518517
4A05,EDC41,組合,HDD__MB__RAM,1,0.018518518518518517
4A05,EDC41,組合,LCD PANEL__RAM,1,0.018518518518518517
4A05,EDC41,組合,MB__WLAN,1,0.018518518518518517
4A05,EDC41,組合,BATT__EDP CABLE__MB,1,0.018518518518518517
4A05,EDC41,組合,EDP CABLE__LCD PANEL__MB,1,0.018518518518518517
4A05,EDC41,組合,BEZEL__MB,1,0.018518518518518517
4A05,EDC41,組合,BATT__FPRINT__MB,1,0.018518518518518517
4A05,EDC41,組合,BATT__HDD__MB,1,0.018518518518518517
4A06,EDC41,單一,MB,155,0.96875
4A06,EDC41,單一,RAM,2,0.0125
4A06,EDC41,單一,WLAN,1,0.00625
4A06,EDC41,單一,USH/B,1,0.00625
4A06,EDC41,單一,LCD PANEL,1,0.00625
4A06,EDC41,組合,MB__RAM,2,0.5
4A06,EDC41,組合,BATT__MB,1,0.25
4A06,EDC41,組合,LCD PANEL__MB,1,0.25
4A07,EDC41,單一,MB,266,0.5911111111111111
4A07,EDC41,單一,LCD PANEL,91,0.20222222222222222
4A07,EDC41,單一,EDP CABLE,55,0.12222222222222222
4A07,EDC41,單一,RAM,20,0.044444444444444446
4A07,EDC41,單一,HDD,4,0.008888888888888889
4A07,EDC41,單一,BEZEL,3,0.006666666666666667
4A07,EDC41,單一,BIG DOOR,2,0.0044444444444444444
4A07,EDC41,單一,KB,2,0.0044444444444444444
4A07,EDC41,單一,BATT,2,0.0044444444444444444
4A07,EDC41,單一,WLAN,2,0.0044444444444444444
4A07,EDC41,單一,TOUCH PAD,1,0.0022222222222222222
4A07,EDC41,單一,CAMERA,1,0.0022222222222222222
4A07,EDC41,單一,FPRINT,1,0.0022222222222222222
4A07,EDC41,組合,LCD PANEL__MB,47,0.3333333333333333
4A07,EDC41,組合,EDP CABLE__MB,29,0.20567375886524822
4A07,EDC41,組合,EDP CABLE__LCD PANEL,14,0.09929078014184398
4A07,EDC41,組合,EDP CABLE__LCD PANEL__MB,13,0.09219858156028368
4A07,EDC41,組合,HDD__MB,9,0.06382978723404255
4A07,EDC41,組合,MB__RAM,6,0.0425531914893617
4A07,EDC41,組合,MB__WLAN,4,0.028368794326241134
4A07,EDC41,組合,LCD PANEL__MB__RAM,4,0.028368794326241134
4A07,EDC41,組合,LCD PANEL__RAM,2,0.014184397163120567
4A07,EDC41,組合,EDP CABLE__MB__RAM,2,0.014184397163120567
4A07,EDC41,組合,HDD__RAM,1,0.0070921985815602835
4A07,EDC41,組合,HDD__LCD PANEL__MB,1,0.0070921985815602835
4A07,EDC41,組合,BATT__LCD PANEL__MB,1,0.0070921985815602835
4A07,EDC41,組合,BATT__MB,1,0.0070921985815602835
4A07,EDC41,組合,BATT__MB__RAM,1,0.0070921985815602835
4A07,EDC41,組合,EDP CABLE__RAM,1,0.0070921985815602835
4A07,EDC41,組合,BEZEL__MB,1,0.0070921985815602835
4A07,EDC41,組合,CAMERA__MB,1,0.0070921985815602835
4A07,EDC41,組合,LCD PANEL__WLAN,1,0.0070921985815602835
4A07,EDC41,組合,BEZEL__LCD PANEL,1,0.0070921985815602835
4A07,EDC41,組合,BATT__LCD PANEL,1,0.0070921985815602835
4A08,EDC41,單一,MB,69,1.0
4A08,EDC41,組合,HDD__MB,2,0.5
4A08,EDC41,組合,LCD PANEL__MB,1,0.25
4A08,EDC41,組合,MB__RAM,1,0.25
4A09,EDC41,單一,MB,158,0.7117117117117117
4A09,EDC41,單一,HDD,59,0.26576576576576577
4A09,EDC41,單一,WLAN,2,0.009009009009009009
4A09,EDC41,單一,FPRINT,1,0.0045045045045045045
4A09,EDC41,單一,LCD PANEL,1,0.0045045045045045045
4A09,EDC41,單一,RAM,1,0.0045045045045045045
4A09,EDC41,組合,HDD__MB,46,0.8214285714285714
4A09,EDC41,組合,LCD PANEL__MB,2,0.03571428571428571
4A09,EDC41,組合,HDD__LCD PANEL__MB,2,0.03571428571428571
4A09,EDC41,組合,MB__RAM,1,0.017857142857142856
4A09,EDC41,組合,HDD__RAM,1,0.017857142857142856
4A09,EDC41,組合,HDD__MB__RAM,1,0.017857142857142856
4A09,EDC41,組合,FPRINT__MB,1,0.017857142857142856
4A09,EDC41,組合,HDD__LCD PANEL,1,0.017857142857142856
4A09,EDC41,組合,FAN__MB,1,0.017857142857142856
4A10,EDC41,單一,MB,134,0.9640287769784173
4A10,EDC41,單一,HDD,3,0.02158273381294964
4A10,EDC41,單一,RAM,1,0.007194244604316547
4A10,EDC41,單一,LCD PANEL,1,0.007194244604316547
4A10,EDC41,組合,HDD__MB,12,0.6
4A10,EDC41,組合,MB__RAM,3,0.15
4A10,EDC41,組合,EDP CABLE__MB,2,0.1
4A10,EDC41,組合,HDD__LCD PANEL__MB,1,0.05
4A10,EDC41,組合,FAN__MB,1,0.05
4A10,EDC41,組合,LCD PANEL__MB,1,0.05
4A11,EDC41,單一,MB,4,1.0
4A12,EDC41,單一,MB,32,0.9696969696969697
4A12,EDC41,單一,RAM,1,0.030303030303030304
4A13,EDC41,組合,KB__MB,1,1.0
4B01,EDC41,單一,KB,404,0.8505263157894737
4B01,EDC41,單一,MB,36,0.07578947368421053
4B01,EDC41,單一,LOGIC UPPER,14,0.029473684210526315
4B01,EDC41,單一,TOUCH PAD,13,0.02736842105263158
4B01,EDC41,單一,RAM,2,0.004210526315789474
4B01,EDC41,單一,FFC,2,0.004210526315789474
4B01,EDC41,單一,BIG DOOR,1,0.002105263157894737
4B01,EDC41,單一,CAMERA,1,0.002105263157894737
4B01,EDC41,單一,WLAN,1,0.002105263157894737
4B01,EDC41,單一,HDD,1,0.002105263157894737
4B01,EDC41,組合,KB__MB,12,0.3870967741935484
4B01,EDC41,組合,KB__TOUCH PAD,6,0.1935483870967742
4B01,EDC41,組合,LOGIC UPPER__TOUCH PAD,2,0.06451612903225806
4B01,EDC41,組合,FFC__KB,2,0.06451612903225806
4B01,EDC41,組合,LOGIC UPPER__MB,2,0.06451612903225806
4B01,EDC41,組合,KB__MB__TOUCH PAD,1,0.03225806451612903
4B01,EDC41,組合,BATT__MB,1,0.03225806451612903
4B01,EDC41,組合,FPRINT__KB,1,0.03225806451612903
4B01,EDC41,組合,KB__LOGIC UPPER__MB,1,0.03225806451612903
4B01,EDC41,組合,MB__USH/B,1,0.03225806451612903
4B01,EDC41,組合,MB__TOUCH PAD,1,0.03225806451612903
4B01,EDC41,組合,MB__TP BUTTON,1,0.03225806451612903
4B02,EDC41,單一,KB,23,0.8846153846153846
4B02,EDC41,單一,MB,3,0.11538461538461539
4B02,EDC41,組合,KB__LOGIC UPPER,1,0.5
4B02,EDC41,組合,KB__MB,1,0.5
4B03,EDC41,單一,KB,60,0.8955223880597015
4B03,EDC41,單一,LOGIC UPPER,3,0.04477611940298507
4B03,EDC41,單一,MB,2,0.029850746268656716
4B03,EDC41,單一,TOUCH PAD,2,0.029850746268656716
4B03,EDC41,組合,KB__MB,1,0.3333333333333333
4B03,EDC41,組合,KB__LOGIC UPPER__MB,1,0.3333333333333333
4B03,EDC41,組合,KB__LOGIC UPPER,1,0.3333333333333333
4B04,EDC41,單一,KB,65,0.9285714285714286
4B04,EDC41,單一,LOGIC UPPER,4,0.05714285714285714
4B04,EDC41,單一,MB,1,0.014285714285714285
4B04,EDC41,組合,KB__MB,5,0.5
4B04,EDC41,組合,KB__MB__TOUCH PAD,2,0.2
4B04,EDC41,組合,KB__TOUCH PAD,2,0.2
4B04,EDC41,組合,LOGIC UPPER__MB,1,0.1
4B05,EDC41,單一,FPRINT,89,0.6095890410958904
4B05,EDC41,單一,MB,37,0.2534246575342466
4B05,EDC41,單一,USH/B,18,0.1232876712328767
4B05,EDC41,單一,RAM,1,0.00684931506849315
4B05,EDC41,單一,FFC,1,0.00684931506849315
4B05,EDC41,組合,FPRINT__MB,21,0.5
4B05,EDC41,組合,MB__USH/B,9,0.21428571428571427
4B05,EDC41,組合,FPRINT__USH/B,8,0.19047619047619047
4B05,EDC41,組合,FPRINT__MB__USH/B,3,0.07142857142857142
4B05,EDC41,組合,FAN__MB,1,0.023809523809523808
4B06,EDC41,單一,MB,101,0.6917808219178082
4B06,EDC41,單一,TOUCH PAD,17,0.11643835616438356
4B06,EDC41,單一,KB,13,0.08904109589041095
4B06,EDC41,單一,LOGIC UPPER,10,0.0684931506849315
4B06,EDC41,單一,TP BUTTON,2,0.0136986301369863
4B06,EDC41,單一,EDP CABLE,1,0.00684931506849315
4B06,EDC41,單一,FFC,1,0.00684931506849315
4B06,EDC41,單一,RAM,1,0.00684931506849315
4B06,EDC41,組合,MB__TOUCH PAD,10,0.5
4B06,EDC41,組合,LOGIC UPPER__MB,5,0.25
4B06,EDC41,組合,KB__MB,2,0.1
4B06,EDC41,組合,FFC__TOUCH PAD,1,0.05
4B06,EDC41,組合,KB__LOGIC UPPER,1,0.05
4B06,EDC41,組合,FFC__KB__TOUCH PAD,1,0.05
4B07,EDC41,單一,MB,13,0.3333333333333333
4B07,EDC41,單一,TP BUTTON,11,0.28205128205128205
4B07,EDC41,單一,TOUCH PAD,9,0.23076923076923078
4B07,EDC41,單一,LOGIC UPPER,4,0.10256410256410256
4B07,EDC41,單一,KB,2,0.05128205128205128
4B07,EDC41,組合,MB__TOUCH PAD,2,0.6666666666666666
4B07,EDC41,組合,LOGIC UPPER__TOUCH PAD,1,0.3333333333333333
4B08,EDC41,單一,LOGIC UPPER,12,0.48
4B08,EDC41,單一,MB,6,0.24
4B08,EDC41,單一,TOUCH PAD,5,0.2
4B08,EDC41,單一,TP BUTTON,1,0.04
4B08,EDC41,單一,FPRINT,1,0.04
4B08,EDC41,組合,FFC__LOGIC UPPER__MB__TOUCH PAD__TP BUTTON,1,0.5
4B08,EDC41,組合,FFC__MB,1,0.5
4B09,EDC41,單一,KB,85,0.8762886597938144
4B09,EDC41,單一,MB,7,0.07216494845360824
4B09,EDC41,單一,TOUCH PAD,2,0.020618556701030927
4B09,EDC41,單一,WLAN,1,0.010309278350515464
4B09,EDC41,單一,HDD,1,0.010309278350515464
4B09,EDC41,單一,DC IN CABLE,1,0.010309278350515464
4B09,EDC41,組合,KB__MB,4,1.0
4B10,EDC41,單一,MB,2,1.0
4B11,EDC41,單一,LCD PANEL,70,0.3888888888888889
4B11,EDC41,單一,MB,66,0.36666666666666664
4B11,EDC41,單一,EDP CABLE,38,0.2111111111111111
4B11,EDC41,單一,RAM,2,0.011111111111111112
4B11,EDC41,單一,BEZEL,2,0.011111111111111112
4B11,EDC41,單一,CAMERA,1,0.005555555555555556
4B11,EDC41,單一,HDD,1,0.005555555555555556
4B11,EDC41,組合,LCD PANEL__MB,42,0.5
4B11,EDC41,組合,EDP CABLE__MB,14,0.16666666666666666
4B11,EDC41,組合,EDP CABLE__LCD PANEL,14,0.16666666666666666
4B11,EDC41,組合,EDP CABLE__LCD PANEL__MB,6,0.07142857142857142
4B11,EDC41,組合,BEZEL__EDP CABLE__MB,2,0.023809523809523808
4B11,EDC41,組合,LCD PANEL__LOGIC UPPER,1,0.011904761904761904
4B11,EDC41,組合,HDD__MB,1,0.011904761904761904
4B11,EDC41,組合,CAMERA__EDP CABLE,1,0.011904761904761904
4B11,EDC41,組合,BEZEL__EDP CABLE__LCD PANEL__MB,1,0.011904761904761904
4B11,EDC41,組合,BEZEL__LCD PANEL__MB,1,0.011904761904761904
4B11,EDC41,組合,BEZEL__LCD PANEL,1,0.011904761904761904
4B12,EDC41,單一,MB,2,0.6666666666666666
4B12,EDC41,單一,LCD PANEL,1,0.3333333333333333
4B14,EDC41,單一,MB,102,0.68
4B14,EDC41,單一,FAN,44,0.29333333333333333
4B14,EDC41,單一,THERMAL,4,0.02666666666666667
4B14,EDC41,組合,FAN__MB,19,0.9047619047619048
4B14,EDC41,組合,MB__THERMAL,2,0.09523809523809523
4B15,EDC41,單一,MB,36,0.7058823529411765
4B15,EDC41,單一,FAN,14,0.27450980392156865
4B15,EDC41,單一,THERMAL,1,0.0196078431372549
4B15,EDC41,組合,FAN__MB,3,1.0
4B16,EDC41,單一,MB,29,0.9666666666666667
4B16,EDC41,單一,USH/B,1,0.03333333333333333
4B17,EDC41,單一,KB,83,0.538961038961039
4B17,EDC41,單一,MB,29,0.18831168831168832
4B17,EDC41,單一,TOUCH PAD,16,0.1038961038961039
4B17,EDC41,單一,LOGIC UPPER,13,0.08441558441558442
4B17,EDC41,單一,LCD PANEL,6,0.03896103896103896
4B17,EDC41,單一,BEZEL,2,0.012987012987012988
4B17,EDC41,單一,EDP CABLE,2,0.012987012987012988
4B17,EDC41,單一,FAN,1,0.006493506493506494
4B17,EDC41,單一,USH/B,1,0.006493506493506494
4B17,EDC41,單一,HDD,1,0.006493506493506494
4B17,EDC41,組合,KB__TOUCH PAD,6,0.21428571428571427
4B17,EDC41,組合,KB__LOGIC UPPER,5,0.17857142857142858
4B17,EDC41,組合,KB__MB,4,0.14285714285714285
4B17,EDC41,組合,LCD PANEL__MB,4,0.14285714285714285
4B17,EDC41,組合,KB__MB__TOUCH PAD,3,0.10714285714285714
4B17,EDC41,組合,EDP CABLE__MB,2,0.07142857142857142
4B17,EDC41,組合,BATT__MB,1,0.03571428571428571
4B17,EDC41,組合,LOGIC UPPER__MB__TOUCH PAD,1,0.03571428571428571
4B17,EDC41,組合,EDP CABLE__LCD PANEL__MB,1,0.03571428571428571
4B17,EDC41,組合,EDP CABLE__KB,1,0.03571428571428571
4B18,EDC41,單一,MB,1,1.0
4B19,EDC41,單一,MB,3,1.0
4B19,EDC41,組合,EDP CABLE__MB,2,1.0
4B20,EDC41,單一,WWAN,12,0.9230769230769231
4B20,EDC41,單一,ANTENNA,1,0.07692307692307693
4B20,EDC41,組合,MB__WWAN,3,1.0
4B21,EDC41,單一,ANTENNA,2,0.3333333333333333
4B21,EDC41,單一,WWAN,2,0.3333333333333333
4B21,EDC41,單一,MB,2,0.3333333333333333
4B28,EDC41,單一,MB,86,0.9052631578947369
4B28,EDC41,單一,HDD,4,0.042105263157894736
4B28,EDC41,單一,RAM,3,0.031578947368421054
4B28,EDC41,單一,WLAN,2,0.021052631578947368
4B28,EDC41,組合,HDD__MB,2,0.4
4B28,EDC41,組合,MB__WLAN,1,0.2
4B28,EDC41,組合,HDD__MB__WLAN,1,0.2
4B28,EDC41,組合,MB__USH/B,1,0.2
4B64,EDC41,單一,MB,2,0.6666666666666666
4B64,EDC41,單一,EDP CABLE,1,0.3333333333333333
4B64,EDC41,組合,EDP CABLE__MB,1,1.0
4B75,EDC41,單一,MB,1,1.0
4C01,EDC41,單一,LCD PANEL,12,1.0
4C02,EDC41,單一,LCD PANEL,13,0.9285714285714286
4C02,EDC41,單一,MB,1,0.07142857142857142
4C02,EDC41,組合,EDP CABLE__LCD PANEL,1,1.0
4C03,EDC41,單一,LCD PANEL,247,0.7623456790123457
4C03,EDC41,單一,MB,55,0.1697530864197531
4C03,EDC41,單一,EDP CABLE,9,0.027777777777777776
4C03,EDC41,單一,RAM,7,0.021604938271604937
4C03,EDC41,單一,BEZEL,3,0.009259259259259259
4C03,EDC41,單一,WLAN,1,0.0030864197530864196
4C03,EDC41,單一,KB,1,0.0030864197530864196
4C03,EDC41,單一,HDD,1,0.0030864197530864196
4C03,EDC41,組合,LCD PANEL__MB,16,0.3902439024390244
4C03,EDC41,組合,EDP CABLE__LCD PANEL,9,0.21951219512195122
4C03,EDC41,組合,EDP CABLE__MB,5,0.12195121951219512
4C03,EDC41,組合,EDP CABLE__LCD PANEL__MB,3,0.07317073170731707
4C03,EDC41,組合,MB__RAM,2,0.04878048780487805
4C03,EDC41,組合,BRK__FAN,1,0.024390243902439025
